beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4,4,4.5,4.5,msubulldog25,4.5,"Snagged a 12 oz. snifter of this elusive brew at Bailey's Taproom; this is the 2008 edition. A: Crude oil blackness topped with a thin nutmeg orange head. Any head fades away to the thinnest circling ring, lace droops in slim bands and scattered speckles. S: Malty sweet nose of fudgy chocolate, mild vanilla, candied fruit and a vague woodiness. Intriguing floral aroma, perfumed with lavender. T: Big chocolate and an astringent coffee roast hit right upfront; sweeter notes of vanilla, even maple syrup, follow. Lots of grain, mild fruit (say, earthy blackberries?), and a fair amount of piney woodiness. LOVE the spiced honey flavor! M: Lots of grit and grain fill the mouth, stick on the teeth. Imagine a cup of French Press coffee, how it sticks... That's the Old Growth way. Otherwise, a smooth carbonation and velvety mouthfeel. Long-lasting bittersweetness. D: A hefty mouthful of darkness with each sip. Enjoyable, certainly a beer I'll have again. The guys at the Taproom were saying the 08 is great but that the 07 was incredible; note to Caldera: can this beer. Please.",1233976509
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4.5,5,5,bitterthebetter,5,"2004 VINTAGE found this delicious glory at Bailey's Taproom. pours an absolute opaque oil black with tannish head. it just looked so enticing with its murkiness and darkness. by the color i knew i was in for a treat rich rich malty aroma with caramel, roasty notes, chocolate, slight pepper, interesting floral notes, and i think licorice, slight dried figs or raisins, and candied sugars BOOYA! on the palate. rich rich rich plethora of flavors begin the symphony of beer and endure for minutes. a rich coating of more bittersweet chocolate upfront, followed by semi-dry roasted notes, coffeish notes, hints of hot pepper, faint raisins, mildly floral notes which i couldnt place but are definetly there, and slight candied sugar notes on the finish. super smooth and balanced with a medium weight, the beer just absolutely coats the mouth with layers of goodness. its hard to get all the nuances at once but man is there a lot to enjoy. balanced all the way through, not too sugary or dry, and the flavors just meld seamlessly together with every sip tasting different than the last, and no trace of the alcohol amazing stuff, truly, one of the more memorable stouts I've had in a long time, with layers of flavor mixing together to create a textured, balanced, nuanced, and super smooth stout. i wish i had had the patience to drink it room temp. cause I'm sure even more goodness could be discovered, but alas, i enjoyed every second of the beer and if you see it on tap, order it",1232517923
8.8,20818,1075,Old Growth Imperial Stout,Russian Imperial Stout,4.5,4,4,4,RedDiamond,4,"It's helpful to know something of what you're drinking in advance of drinking it. I knew Old Growth was an imperial stout, but I wasn't aware it was brewed with licorice, honey, chocolate, lavender, and pink pepper corns. So when I drew the snifter to my nose and inhaled its essence, I was caught off guard by its peculiar tapestry of fragrances. I kept wondering if the beer wanted to smell and taste as it did, or if bad luck was conspiring against it. I concluded that Old Growth suffered from no unintended intrusions, but I was still perplexed by its uncommon design. I found Old Growth on tap at the Fort George Public House in Astoria where it was featured among other notables as part of Stout Month. Fort George was serving it in 12-oz. snifters where its panoply of sharp aromas was ably focused. Chocolate flavor was featured abundantly, yet the fragrance was also enhanced by a spice mix suggesting mint. The taste worked parallel to this and I was convinced I was drinking a chocolate mint elixir - pure girl scout cookie. Old Growth's body is oily black with sepia froth. Its complexity makes it an anomaly in a snifter but a year of aging at least tempers this with some smoother contours. I came to enjoy it, but it's clearly not for everyone. 10.3% ABV.",1202674258
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,3.5,3.5,3.5,3.5,Beerandraiderfan,3.5,"Copper and light red pour, standard head to it. Dry hopping nose was there, but not huge, not super awesome or anything, just a bit of subtle vegetal hop quality to it with the peat malt thing. Citrus quality comes out on the tongue. Bitterness sustains itself throughout the entire beer. Pretty much an ordinary red spruced up with some green hops, and yes, it works. Makes the ordinary a little less ordinary. Doesn't skimp on the maltiness either. Dry finish for a red. Solid stuff, would drink again, and definitely recommend to someone who likes red ales. I am not fond of them, but enjoyed this.",1316030136
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,4,4,4,4,mcallister,4,"Red mahagonny. Yellow tinted head, thick full and dense, holds itself with stern authority. Sticky lacing also. Great hop aroma. Thick citrus fruit with berry components. A bready sweet malt really mends well with the abundance of fruit. Impeccably balanced. Nothing out of the ordinary necessarily but one of those brews that is just dead on. Bitter finish with fruit driven mid palate and a toffee core, all intertwined with dried berry puree. Nice and thick and drinkable.",1190326149
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,4,4.5,4.5,4,ccrida,4.5,"Poured in a pint glass from a tap handle that clearly stated Dry Hop Red, this was an orangish amber with 2 finger white head, which faded to a thick skim leaving lots of lace. The aroma was very bright and fresh cascade hops, behind which lay a few fruity esters. The taste was really nice, my kinda of hoppy beer. Sure, there was a bitter backbone on the finish, but only as much as necessary to keep it balanced. This was all about the citrus and floral notes of the finishing/dry hops, nicely complimented by lots of stone fruit, particularly apricot. The malt, like the bittering hops, only served to keep the sweetness and check and relatively balanced. This is the hoppy NW brew I'd been waiting for, and I'm glad found it! The mouthfeel was medium light bodied with lively carbonation. The drinkability of this was very high for me. I had two over dinner, it went well with steamed clams, raw oysters and steelhead. It definitely left me wanting more, and I am surely going to seek this out (as well as their Dry Hop Orange).",1174767562
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,4,4,4,4,flexabull,4,"Beer pours a dark clear amber color with a nice sturdy head. Aromas are of fresh pine like hops. Not overpowering, but what is there is nice. Flavors are similar to the Ashland Amber, but pumped up a bit. A really crisp tea and malt like character starts out up front. The beer then finishes with a dry bitter hop finish. Mouthfeel is nice, carbonation is good, and the flavors are full. Drinkability is quite good. Session worthy, and a bit more interesting than the Ashland Amber. Pretty good stuff.",1171415576
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,3,4,4,3.5,Crotor,4,"Decidedly crimson, clear, with just under a finger of slightly off-white head with lowish retention. Good citrus-Cascade nose, but not quite as strong as I would have expected. A straightforward, dryish, slightly caramelly amber ale with a good dose of citrus hop flavor. Nothing too complicated, and entirely pleasing, though I found myself yearning for just a little more malt in the background. I love it when hop juice becomes hop syrup...",1119304996
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,4,4,4,4.5,unklesyd,4.5,"I didn't know what to expect from this brew when I ordered it up. I think the thing to keep in mind is this: if you are not a hop-head but love the flavor of the hop smell, this is the one for you! When I took the first sip, I realized that what this should have been called is ""hopjuice"". The taste is the supreme incarnation of Cascade hop aroma stripped off of the bitterness. I thought it was wonderful, although I knocked it down because the underlying beer characteristic did not push through as much as I would have liked. Being a NW interpretation of Red, however, the balance stood on its own very well. Terrific and recommended if you can get it.",1111803322
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,4.5,4.5,4.5,4,Valevapor,4.5,"Wonderful crisp, fresh ale from a truly small and dignified brewery. They don't bottle, so I think it's mainly available on tap at isolated spots in southern OR/northern CA. A glass full of clear garnet-red liquid. Sharp hop nose, floral and minty. Modestly malty body two-steppin' with firm, diverse hop bitterness. Quite nice and drinkable. Confused with Dry Hop Orange in other reviews. Fact is, Dry Hop Red and Dry Hop Orange are two different brews from Caldera. Red is maltier and deeper in hue, Orange is fruitier and paler, but both brews are similarly fresh and hoppy.",1106529693
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,3.5,4,3,3,GreenWBush,4,"Tap handle red ""Dry Hop Orange"" but alas, here we go. Warm hoppy sack of Mt. Hood on the nose. Citrus and Oranges rise up to the nearly caustic bitterness. Thinish mouthfeel, but damned drinkable. Amazing blend of malt and hop gives this a shockingly Orange Juice like flavor. I was convinced this was a fruit/vegetable beer, and my notes end with ""blows ApriHop out of the water"". Hey, it was a long night of beer tasting ... still this was one tasty brew to quaff through the hot Portland summer night.",1104119630
5.7,10786,1075,Dry Hop Red,American Amber / Red Ale,3.5,4.5,4.5,4,RedDiamond,4,"At last, the fine Caldera brew Ive been waiting for. I first heard of this beer on the streets of Ashland where word of mouth about a good beer is a recognized sign of an enlightened populace. With high hopes I went to the Siskiyou Pub in pursuit of this craft beer and was rewarded with a fine drinking experience. Just as word about this beer reached me before I could drink it, so too, the fine aromatic fragrance of bright floral hops leapt out at me from the glass before I could take a sip. Its not surprising that a dry hopped beer should carry such a resounding hop fragrance. Still, the vitality of the aroma was compelling. And the hops were not limited to a mere fragrance. The bittering element was concise with a touch of spice and a protracted bitter finish comparable to an ESB. All this from a beer of lush crimson with a razor thin head.",1103510937
